,name,fold,auc,params,estimator
57,appendicitis,28,0.4411764705882353,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
58,appendicitis,29,0.8161764705882352,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
59,appendicitis,29,0.8161764705882352,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
60,appendicitis,30,0.8705882352941177,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
61,appendicitis,30,0.8705882352941177,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
62,appendicitis,31,0.8161764705882352,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
63,appendicitis,31,0.8161764705882352,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
64,appendicitis,32,0.5661764705882353,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
65,appendicitis,32,0.5661764705882353,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
66,appendicitis,33,0.6911764705882353,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
67,appendicitis,33,0.6911764705882353,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
68,appendicitis,34,0.6911764705882353,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
69,appendicitis,34,0.6911764705882353,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
70,appendicitis,35,0.8117647058823529,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
71,appendicitis,35,0.8117647058823529,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
72,appendicitis,36,0.6911764705882353,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
73,appendicitis,36,0.6911764705882353,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
74,appendicitis,37,0.5661764705882353,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
75,appendicitis,37,0.5661764705882353,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
76,appendicitis,38,0.8455882352941176,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
77,appendicitis,38,0.8455882352941176,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
78,appendicitis,39,0.5367647058823529,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
79,appendicitis,39,0.5367647058823529,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
80,appendicitis,40,0.711764705882353,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
81,appendicitis,40,0.711764705882353,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
82,appendicitis,41,0.6911764705882353,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
83,appendicitis,41,0.6911764705882353,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
84,appendicitis,42,0.5955882352941176,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
85,appendicitis,42,0.5955882352941176,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
86,appendicitis,43,0.5441176470588235,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
87,appendicitis,43,0.5441176470588235,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
88,appendicitis,44,0.8161764705882352,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
89,appendicitis,44,0.8161764705882352,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
90,appendicitis,45,0.7823529411764706,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
91,appendicitis,45,0.7823529411764706,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
92,appendicitis,46,0.8455882352941176,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
93,appendicitis,46,0.8455882352941176,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
94,appendicitis,47,0.7205882352941175,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
95,appendicitis,47,0.7205882352941175,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
96,appendicitis,48,0.6911764705882353,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
97,appendicitis,48,0.6911764705882353,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
98,appendicitis,49,0.7205882352941175,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
99,appendicitis,49,0.7205882352941175,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
100,appendicitis,50,0.4235294117647058,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
101,appendicitis,50,0.4235294117647058,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
102,appendicitis,51,0.7573529411764706,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
103,appendicitis,51,0.7573529411764706,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
104,appendicitis,52,0.5955882352941176,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
105,appendicitis,52,0.5955882352941176,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
106,appendicitis,53,0.7573529411764706,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
107,appendicitis,53,0.7573529411764706,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
108,appendicitis,54,0.7867647058823529,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
109,appendicitis,54,0.7867647058823529,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
110,appendicitis,55,0.6,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
111,appendicitis,55,0.6,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
112,appendicitis,56,0.4411764705882353,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
113,appendicitis,56,0.4411764705882353,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
114,appendicitis,57,0.7205882352941175,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
115,appendicitis,57,0.7205882352941175,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
116,appendicitis,58,0.8161764705882352,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
117,appendicitis,58,0.8161764705882352,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
118,appendicitis,59,0.8235294117647058,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
119,appendicitis,59,0.8235294117647058,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
120,appendicitis,60,0.5705882352941176,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
121,appendicitis,60,0.5705882352941176,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
122,appendicitis,61,0.75,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
123,appendicitis,61,0.75,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
124,appendicitis,62,0.8455882352941176,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
125,appendicitis,62,0.8455882352941176,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
126,appendicitis,63,0.6911764705882353,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
127,appendicitis,63,0.6911764705882353,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
128,appendicitis,64,0.7205882352941175,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
129,appendicitis,64,0.7205882352941175,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
130,appendicitis,65,0.5529411764705882,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
131,appendicitis,65,0.5529411764705882,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
132,appendicitis,66,0.6323529411764706,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
133,appendicitis,66,0.6323529411764706,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
134,appendicitis,67,0.7867647058823529,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
135,appendicitis,67,0.7867647058823529,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
136,appendicitis,68,0.8161764705882352,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
137,appendicitis,68,0.8161764705882352,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
138,appendicitis,69,0.5955882352941176,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
139,appendicitis,69,0.5955882352941176,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
140,appendicitis,70,0.7411764705882353,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
141,appendicitis,70,0.7411764705882353,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
142,appendicitis,71,0.6323529411764706,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
143,appendicitis,71,0.6323529411764706,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
144,appendicitis,72,0.875,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
145,appendicitis,72,0.875,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
146,appendicitis,73,0.8455882352941176,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
147,appendicitis,73,0.8455882352941176,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
148,appendicitis,74,0.7205882352941175,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
149,appendicitis,74,0.7205882352941175,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
150,appendicitis,75,0.7,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
151,appendicitis,75,0.7,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
152,appendicitis,76,0.6911764705882353,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
153,appendicitis,76,0.6911764705882353,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
154,appendicitis,77,0.7205882352941175,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
155,appendicitis,77,0.7205882352941175,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
156,appendicitis,78,0.4411764705882353,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
157,appendicitis,78,0.4411764705882353,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
158,appendicitis,79,0.9411764705882353,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
159,appendicitis,79,0.9411764705882353,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
160,appendicitis,80,0.6705882352941176,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
161,appendicitis,80,0.6705882352941176,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
162,appendicitis,81,0.9411764705882353,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
163,appendicitis,81,0.9411764705882353,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
164,appendicitis,82,0.6911764705882353,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
165,appendicitis,82,0.6911764705882353,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
166,appendicitis,83,0.5661764705882353,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
167,appendicitis,83,0.5661764705882353,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
168,appendicitis,84,0.6911764705882353,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
169,appendicitis,84,0.6911764705882353,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
170,appendicitis,85,0.7411764705882353,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
171,appendicitis,85,0.7411764705882353,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
172,appendicitis,86,0.7205882352941175,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
173,appendicitis,86,0.7205882352941175,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
174,appendicitis,87,0.7867647058823529,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
175,appendicitis,87,0.7867647058823529,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
176,appendicitis,88,0.6617647058823529,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
177,appendicitis,88,0.6617647058823529,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
178,appendicitis,89,0.8455882352941176,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
179,appendicitis,89,0.8455882352941176,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
180,appendicitis,90,0.5823529411764705,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
181,appendicitis,90,0.5823529411764705,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
182,appendicitis,91,0.8161764705882352,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
183,appendicitis,91,0.8161764705882352,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
184,appendicitis,92,0.8455882352941176,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
185,appendicitis,92,0.8455882352941176,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
186,appendicitis,93,0.4779411764705882,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
187,appendicitis,93,0.4779411764705882,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
188,appendicitis,94,0.7205882352941175,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
189,appendicitis,94,0.7205882352941175,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
190,appendicitis,95,0.7,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
191,appendicitis,95,0.7,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
192,appendicitis,96,0.6029411764705881,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
193,appendicitis,96,0.6029411764705881,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
194,appendicitis,97,0.6323529411764706,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
195,appendicitis,97,0.6323529411764706,"{'random_state': 5, 'operator': '<='}",OperatorDecisionTreeClassifier
196,appendicitis,98,0.4779411764705882,"{'random_state': 5, 'operator': '<'}",OperatorDecisionTreeClassifier
