,name,fold,r2,params,estimator
167,diabetes,83,0.2655835665376598,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
168,diabetes,84,-0.040535782409043764,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
169,diabetes,84,-0.040535782409043764,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
170,diabetes,85,-1.8465785714285783,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
171,diabetes,85,-1.8465785714285783,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
172,diabetes,86,-0.29115988101397283,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
173,diabetes,86,-0.29115988101397283,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
174,diabetes,87,0.07813780800820469,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
175,diabetes,87,0.08289953798767102,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
176,diabetes,88,0.3050094488189019,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
177,diabetes,88,0.3050094488189019,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
178,diabetes,89,0.351221267454351,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
179,diabetes,89,0.351221267454351,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
180,diabetes,90,0.2345607260726108,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
181,diabetes,90,0.2345607260726108,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
182,diabetes,91,-1.1800312384473215,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
183,diabetes,91,-1.1804695933456575,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
184,diabetes,92,0.05110996196605744,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
185,diabetes,92,0.06307748683440184,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
186,diabetes,93,0.5579166666666642,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
187,diabetes,93,0.5579166666666642,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
188,diabetes,94,-0.14567258064516242,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
189,diabetes,94,-0.14567258064516242,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
190,diabetes,95,0.44768392410341884,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
191,diabetes,95,0.44768392410341884,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
192,diabetes,96,-10.001352293578003,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
193,diabetes,96,-10.001352293578003,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
194,diabetes,97,0.3911940173496874,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
195,diabetes,97,0.3911940173496874,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
196,diabetes,98,0.30658203483042923,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
197,diabetes,98,0.3117046746104476,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
198,diabetes,99,-0.4975659426585699,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
199,diabetes,99,-0.4975659426585699,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
200,diabetes,100,0.21243480209111254,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
201,diabetes,100,0.21243480209111254,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
202,diabetes,101,-0.6828260869565279,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
203,diabetes,101,-0.6825978260869623,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
204,diabetes,102,-0.3172955732122731,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
205,diabetes,102,-0.31711501135075193,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
206,diabetes,103,0.5217237258348014,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
207,diabetes,103,0.5217237258348014,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
208,diabetes,104,0.4883531490881734,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
209,diabetes,104,0.4883531490881734,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
210,diabetes,105,-0.031930530973455884,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
211,diabetes,105,-0.031930530973455884,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
212,diabetes,106,-0.0781022261798816,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
213,diabetes,106,-0.0781022261798816,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
214,diabetes,107,0.3909248277621873,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
215,diabetes,107,0.3909248277621873,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
216,diabetes,108,-0.2503759849906235,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
217,diabetes,108,-0.24372082551595153,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
218,diabetes,109,0.7122979907264267,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
219,diabetes,109,0.7131217928902598,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
220,diabetes,110,0.46991965174129335,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
221,diabetes,110,0.4752894278606964,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
222,diabetes,111,0.6508473218673232,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
223,diabetes,111,0.6501894594594608,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
224,diabetes,112,-2.346330726256993,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
225,diabetes,112,-2.346330726256993,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
226,diabetes,113,0.08774771784232549,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
227,diabetes,113,0.08726616874135718,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
228,diabetes,114,0.4148503191888814,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
229,diabetes,114,0.4148503191888814,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
230,diabetes,115,0.34429905956112916,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
231,diabetes,115,0.37398824451410706,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
232,diabetes,116,-0.15284631578947572,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
233,diabetes,116,-0.15284631578947572,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
234,diabetes,117,-0.45712885129119507,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
235,diabetes,117,-0.45888557435441846,"{'random_state': 5, 'operator': '<='}",OperatorRandomForestRegressor
236,diabetes,118,0.06475464362850814,"{'random_state': 5, 'operator': '<'}",OperatorRandomForestRegressor
